customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C00588,Female,0,Yes,Yes,44,Yes,Yes,DSL,No,No,Month-to-month,No,Electronic check,115.7,5117.92,No
C00589,Male,0,No,No,31,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),82.08,2518.09,Yes
C00590,Male,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,One year,No,Electronic check,23.1,985.48,No
C00591,Female,1,Yes,No,48,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,118.85,5643.29,No
C00592,Male,0,Yes,No,61,No,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,34.0,2086.44,No
C00593,Female,0,Yes,No,10,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Electronic check,91.24,872.07,No
C00594,Female,0,No,No,29,Yes,No,DSL,Yes,No,Month-to-month,No,Bank transfer (automatic),72.32,2209.22,No
C00595,Female,0,No,Yes,48,Yes,No,Fiber optic,No internet service,Yes,One year,No,Credit card (automatic),48.02,2277.58,No
C00596,Male,0,No,Yes,62,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,No,Credit card (automatic),36.09,2288.87,Yes
C00597,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.13,546.11,Yes
C00598,Female,0,No,No,44,No,No phone service,DSL,No,No internet service,One year,No,Bank transfer (automatic),105.56,4686.08,No
C00599,Female,0,Yes,No,47,Yes,No,DSL,Yes,No internet service,One year,No,Bank transfer (automatic),107.04,5005.55,No
C00600,Male,1,Yes,No,64,Yes,No phone service,Fiber optic,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),65.44,4159.26,Yes
C00601,Female,0,Yes,No,53,Yes,No phone service,Fiber optic,No internet service,No,One year,No,Electronic check,28.57,1661.42,No
C00602,Female,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,108.18,4858.62,No
C00603,Female,0,No,No,28,No,No,No,No,No,Two year,Yes,Credit card (automatic),67.68,1910.21,No
C00604,Male,0,Yes,No,2,Yes,No,DSL,No,No internet service,One year,No,Bank transfer (automatic),62.75,108.58,No
C00605,Male,0,No,Yes,57,Yes,No,Fiber optic,Yes,No internet service,Two year,No,Bank transfer (automatic),59.55,3350.85,No
C00606,Male,1,Yes,Yes,57,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,55.23,3117.12,No
C00607,Female,1,Yes,No,34,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Bank transfer (automatic),71.65,2471.62,No
C00608,Female,0,No,No,58,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,No,Mailed check,79.66,4735.93,No
C00609,Female,1,Yes,No,52,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,65.58,3404.22,No
C00610,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Mailed check,109.46,3234.26,No
C00611,Female,0,No,No,35,Yes,No phone service,No,No internet service,No,One year,No,Electronic check,50.4,1808.92,No
C00612,Female,0,Yes,Yes,48,Yes,No,DSL,No internet service,No internet service,Month-to-month,No,Electronic check,76.99,3680.9,Yes
C00613,Female,1,Yes,Yes,33,Yes,No phone service,No,No,No,One year,No,Electronic check,48.6,1653.75,No
C00614,Female,0,Yes,Yes,9,No,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Credit card (automatic),94.84,905.07,No
C00615,Male,0,Yes,No,48,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),28.42,1410.0,No
C00616,Male,0,Yes,Yes,67,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,37.25,2475.12,Yes
C00617,Female,0,Yes,No,36,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,99.72,3625.78,Yes
C00618,Male,0,Yes,No,71,No,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,36.69,2664.44,Yes
C00619,Male,1,No,No,44,Yes,No,Fiber optic,No internet service,No,One year,No,Electronic check,81.83,3648.31,No
C00620,Female,0,No,Yes,60,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),116.96,7071.49,Yes
C00621,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),71.33,4483.64,Yes
C00622,Male,1,Yes,No,5,Yes,No,DSL,No,No,One year,No,Bank transfer (automatic),37.11,239.18,No
C00623,Female,0,No,No,40,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Credit card (automatic),50.71,2092.9,No
C00624,Male,1,No,No,19,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,101.99,1914.96,No
C00625,Female,0,No,Yes,47,Yes,No,DSL,No internet service,Yes,Month-to-month,No,Electronic check,53.87,2462.69,No
C00626,Male,0,No,No,65,Yes,No phone service,DSL,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),91.8,6048.78,No
C00627,Female,0,No,No,67,Yes,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),97.29,6495.3,No
C00628,Male,1,Yes,No,18,Yes,No,DSL,No,Yes,Two year,Yes,Bank transfer (automatic),69.12,1207.03,No
C00629,Male,0,No,No,50,Yes,No phone service,DSL,Yes,No,One year,Yes,Electronic check,97.89,4905.11,No
C00630,Male,0,No,No,30,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,No,Electronic check,50.32,1496.1,No
C00631,Female,0,No,Yes,66,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Mailed check,70.65,4566.59,No
C00632,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Credit card (automatic),88.03,484.74,Yes
C00633,Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Mailed check,35.14,1519.22,Yes
C00634,Female,0,Yes,No,5,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,45.91,177.98,Yes
C00635,Female,1,Yes,No,50,Yes,No,Fiber optic,No,Yes,One year,No,Mailed check,84.51,4224.23,No
C00636,Male,0,Yes,No,58,Yes,No,Fiber optic,No internet service,No internet service,One year,No,Bank transfer (automatic),84.85,4870.44,No
C00637,Male,0,Yes,No,8,Yes,No,Fiber optic,No internet service,No,One year,Yes,Mailed check,68.32,503.62,No
C00638,Female,0,No,Yes,31,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),99.15,3043.55,No
C00639,Female,1,Yes,No,12,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,67.17,832.47,Yes
C00640,Female,0,Yes,No,21,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.89,2366.25,No
C00641,Female,0,No,No,62,Yes,Yes,DSL,No,No,One year,Yes,Mailed check,93.06,5749.06,No
C00642,Female,0,Yes,No,33,Yes,No,Fiber optic,No,No internet service,One year,No,Credit card (automatic),50.1,1695.25,No
C00643,Male,0,No,No,26,Yes,No,DSL,No,No,Two year,Yes,Mailed check,58.32,1556.2,No
C00644,Female,0,No,Yes,40,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,86.1,3337.51,No
C00645,Male,0,Yes,No,65,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,109.23,7030.7,No
C00646,Male,0,No,No,59,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),36.23,2239.88,Yes
C00647,Male,0,No,No,15,Yes,Yes,DSL,Yes,No,One year,No,Electronic check,70.5,1032.19,No
C00648,Female,0,No,No,1,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),30.12,52.77,No
C00649,Male,0,No,No,11,Yes,No,DSL,No,No,Two year,Yes,Credit card (automatic),46.5,528.34,No
C00650,Male,0,Yes,Yes,55,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Electronic check,87.97,4731.95,No
C00651,Female,0,No,No,2,Yes,No phone service,Fiber optic,No internet service,No internet service,One year,Yes,Electronic check,25.93,17.76,No
C00652,Male,0,Yes,No,65,Yes,No,DSL,No internet service,No,One year,Yes,Bank transfer (automatic),85.56,5597.73,No
C00653,Male,0,No,Yes,44,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),109.88,4787.83,No
C00654,Female,0,No,Yes,16,Yes,No,DSL,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),116.88,1851.18,Yes
C00655,Male,0,No,No,22,Yes,No phone service,No,No,Yes,Two year,No,Mailed check,40.1,822.0,No
C00656,Male,0,Yes,Yes,18,Yes,Yes,DSL,No,No,Month-to-month,No,Bank transfer (automatic),94.39,1656.99,Yes
C00657,Male,0,Yes,No,47,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),112.49,5260.69,No
C00658,Female,0,Yes,Yes,30,Yes,No,DSL,Yes,No internet service,Two year,No,Credit card (automatic),27.32,726.64,No
C00659,Female,0,No,Yes,10,No,No phone service,DSL,No internet service,No internet service,One year,No,Bank transfer (automatic),60.23,660.88,No
C00660,Female,0,No,No,58,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Electronic check,111.78,6413.81,No
C00661,Male,0,No,No,62,Yes,No phone service,Fiber optic,No internet service,Yes,One year,Yes,Electronic check,38.68,2389.54,No
C00662,Male,0,No,No,6,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,113.24,642.2,Yes
C00663,Female,1,Yes,No,67,Yes,No phone service,DSL,No,No internet service,Two year,Yes,Bank transfer (automatic),71.77,4862.43,No
C00664,Male,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,Mailed check,28.19,1094.17,No
C00665,Male,1,Yes,No,43,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Mailed check,63.89,2708.17,No
C00666,Female,0,No,No,18,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),51.28,856.18,Yes
C00667,Female,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,One year,No,Bank transfer (automatic),46.78,2592.84,No
C00668,Male,0,Yes,Yes,60,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,No,Credit card (automatic),73.23,4419.25,No
C00669,Male,0,No,Yes,27,No,No,DSL,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),67.33,1819.53,Yes
C00670,Male,0,No,No,68,No,No phone service,No,Yes,Yes,One year,No,Mailed check,67.16,4577.83,No
C00671,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Electronic check,26.99,634.3,No
C00672,Female,0,No,Yes,24,Yes,No,Fiber optic,Yes,Yes,One year,No,Bank transfer (automatic),99.84,2401.57,No
C00673,Female,1,No,Yes,40,No,Yes,DSL,No internet service,Yes,Two year,Yes,Mailed check,67.11,2662.2,No
C00674,Female,0,Yes,Yes,66,Yes,No phone service,DSL,No internet service,Yes,Month-to-month,Yes,Mailed check,101.73,6727.16,No
C00675,Male,0,Yes,No,40,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,102.11,4059.08,Yes
C00676,Female,0,Yes,No,6,Yes,No,DSL,No internet service,Yes,One year,Yes,Electronic check,50.35,357.72,No
C00677,Female,0,Yes,Yes,18,Yes,No,DSL,Yes,No internet service,Two year,Yes,Mailed check,18.44,313.82,No
C00678,Female,0,No,No,30,Yes,No phone service,No,Yes,No,One year,Yes,Credit card (automatic),110.95,3322.54,No
C00679,Female,0,Yes,No,21,Yes,No,Fiber optic,No internet service,Yes,One year,Yes,Mailed check,95.59,2039.22,No
C00680,Female,0,Yes,No,62,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.94,1911.09,Yes
C00681,Male,0,Yes,Yes,10,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.58,844.69,No
C00682,Male,0,No,No,13,Yes,No phone service,No,No,No internet service,One year,Yes,Bank transfer (automatic),20.04,199.6,Yes
C00683,Female,0,Yes,No,9,Yes,Yes,DSL,Yes,No,Month-to-month,No,Bank transfer (automatic),20.83,175.22,No
C00684,Male,0,No,No,68,Yes,No,No,No,No internet service,Two year,No,Mailed check,71.63,4833.43,No
C00685,Female,1,Yes,Yes,39,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,27.8,1119.2,Yes
C00686,Female,1,Yes,No,24,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),116.36,2802.51,Yes
C00687,Male,0,No,No,34,Yes,Yes,No,Yes,No,One year,No,Electronic check,109.17,3655.81,No
C00688,Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No internet service,One year,Yes,Mailed check,84.28,5178.55,No
C00689,Female,0,Yes,Yes,41,No,No,DSL,No,Yes,One year,No,Electronic check,24.5,1096.88,No
C00690,Female,0,No,No,5,Yes,No phone service,DSL,Yes,Yes,Two year,No,Mailed check,51.13,215.7,No
C00691,Female,1,Yes,Yes,50,No,No,DSL,Yes,No,Two year,Yes,Electronic check,55.92,2812.26,No
C00692,Male,0,Yes,No,4,Yes,No,DSL,No internet service,Yes,Two year,Yes,Bank transfer (automatic),67.05,158.47,No
C00693,Female,0,Yes,No,51,Yes,No phone service,Fiber optic,No internet service,No,Two year,Yes,Mailed check,35.23,1778.32,No
C00694,Female,0,Yes,No,52,No,Yes,DSL,No internet service,No internet service,One year,No,Credit card (automatic),76.91,4014.8,No
C00695,Female,0,No,No,39,Yes,No,No,Yes,No internet service,One year,No,Electronic check,62.45,2428.48,No
C00696,Male,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer (automatic),114.62,922.59,No
C00697,Female,1,No,No,45,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),113.49,5068.15,No
C00698,Female,0,Yes,No,28,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.68,2182.04,No
C00699,Male,0,No,Yes,27,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,83.72,2239.91,No
C00700,Female,1,Yes,No,65,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.06,2022.43,No
C00701,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,40.78,1384.58,No
C00702,Male,0,Yes,No,62,Yes,No phone service,DSL,No,No internet service,Two year,Yes,Electronic check,109.87,6858.09,No
C00703,Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,Two year,No,Credit card (automatic),89.31,5564.94,No
C00704,Male,0,No,No,38,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,37.32,1392.27,No
C00705,Male,1,Yes,No,26,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),76.16,2068.82,No
C00706,Female,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,Credit card (automatic),113.35,2716.66,No
C00707,Female,1,Yes,No,39,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Electronic check,53.21,1989.57,No
C00708,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No internet service,Yes,Two year,No,Bank transfer (automatic),36.95,805.67,No
C00709,Female,1,Yes,No,47,Yes,No phone service,DSL,No,Yes,Two year,Yes,Electronic check,114.09,5355.36,Yes
C00710,Male,0,Yes,Yes,48,No,Yes,Fiber optic,Yes,No internet service,Two year,Yes,Bank transfer (automatic),65.05,3118.7,No
C00711,Female,0,Yes,Yes,13,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,60.56,831.72,No
C00712,Male,0,No,No,3,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),45.29,122.82,No
C00713,Female,1,Yes,No,32,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,108.94,3471.57,No
C00714,Female,0,Yes,No,35,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),104.25,3586.07,Yes
C00715,Female,0,Yes,No,19,Yes,No,No,No,No internet service,Two year,No,Electronic check,59.11,1096.62,No
C00716,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),21.12,307.93,No
C00717,Female,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,Credit card (automatic),63.56,3021.49,No
C00718,Female,1,Yes,Yes,68,Yes,No,DSL,No internet service,Yes,Month-to-month,Yes,Mailed check,36.45,2395.13,No
C00719,Female,0,No,Yes,45,Yes,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),32.56,1497.77,No
C00720,Female,0,No,No,19,Yes,No,Fiber optic,No,No internet service,One year,Yes,Mailed check,58.1,1138.52,No
C00721,Male,0,Yes,Yes,64,Yes,No phone service,Fiber optic,Yes,No,Two year,Yes,Credit card (automatic),28.11,1834.04,No
C00722,Female,0,No,No,66,Yes,Yes,DSL,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),115.66,7587.28,Yes
C00723,Male,0,Yes,No,66,Yes,No phone service,Fiber optic,No,Yes,Two year,Yes,Bank transfer (automatic),22.85,1507.07,No
C00724,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,No internet service,Two year,Yes,Mailed check,58.94,2664.28,No
C00725,Male,0,Yes,Yes,67,Yes,No phone service,Fiber optic,No,No,One year,Yes,Mailed check,34.6,2347.93,No
C00726,Male,0,Yes,No,69,Yes,No phone service,DSL,No,Yes,One year,Yes,Bank transfer (automatic),88.26,6120.79,No
C00727,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,One year,Yes,Bank transfer (automatic),26.04,7.48,No
C00728,Male,0,No,No,38,Yes,Yes,DSL,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.77,2889.37,No
C00729,Female,0,No,No,42,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Mailed check,96.86,4007.7,No
C00730,Male,0,No,No,40,Yes,No phone service,DSL,Yes,No,Two year,No,Electronic check,114.91,4514.84,No
C00731,Male,0,No,Yes,50,Yes,Yes,Fiber optic,No internet service,No,One year,No,Credit card (automatic),89.25,4315.81,No
C00732,Male,1,Yes,No,35,Yes,No phone service,DSL,Yes,Yes,Month-to-month,Yes,Credit card (automatic),28.15,1020.18,No
C00733,Female,1,No,No,24,Yes,No phone service,DSL,Yes,Yes,One year,Yes,Mailed check,27.03,721.16,No
C00734,Female,0,Yes,Yes,17,Yes,No phone service,DSL,Yes,Yes,Month-to-month,No,Bank transfer (automatic),92.62,1542.92,Yes
C00735,Male,0,No,No,40,Yes,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.96,1510.0,No
C00736,Female,1,No,No,66,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Credit card (automatic),63.62,4242.65,No
C00737,Male,0,No,Yes,44,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),117.62,5110.39,No
C00738,Male,0,No,Yes,23,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),101.63,2368.44,Yes
C00739,Female,0,Yes,No,6,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.35,579.88,Yes
C00740,Male,0,No,Yes,66,Yes,Yes,No,No internet service,Yes,One year,No,Mailed check,105.8,6960.85,No
C00741,Female,0,No,Yes,21,No,No phone service,DSL,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.19,1720.95,Yes
C00742,Female,0,Yes,No,35,Yes,No phone service,DSL,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),93.88,3302.13,No
C00743,Male,1,Yes,No,29,Yes,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),54.61,1589.03,No
C00744,Male,1,No,No,7,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),119.84,912.39,Yes
C00745,Female,0,Yes,No,53,Yes,No phone service,DSL,No,Yes,Month-to-month,No,Bank transfer (automatic),46.52,2551.28,No
C00746,Male,0,Yes,No,37,Yes,No phone service,DSL,No internet service,No,Month-to-month,No,Bank transfer (automatic),78.18,2982.28,No
C00747,Male,0,Yes,Yes,23,Yes,No,DSL,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),46.77,1066.91,Yes
C00748,Male,0,No,No,8,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,29.43,240.74,No
C00749,Female,0,Yes,No,48,Yes,Yes,DSL,No internet service,No internet service,Month-to-month,No,Credit card (automatic),75.89,3711.63,No
C00750,Female,0,No,Yes,10,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.04,507.81,No
C00751,Male,1,No,No,24,Yes,No phone service,No,No,Yes,Month-to-month,Yes,Mailed check,77.49,1838.27,No
C00752,Female,0,No,No,47,Yes,No phone service,Fiber optic,No,No,Month-to-month,Yes,Mailed check,74.99,3525.57,No
C00753,Female,0,No,Yes,53,Yes,Yes,DSL,No internet service,No,Two year,Yes,Electronic check,73.31,3884.47,No
C00754,Female,1,Yes,Yes,39,Yes,No,DSL,No internet service,No,Month-to-month,Yes,Electronic check,30.58,1178.3,Yes
C00755,Female,0,No,No,67,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,No,Mailed check,62.9,4167.55,No
C00756,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Mailed check,100.82,6696.83,Yes
C00757,Male,0,No,No,6,No,No phone service,Fiber optic,No,Yes,One year,Yes,Mailed check,50.14,281.47,No
C00758,Male,0,Yes,No,21,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer (automatic),63.27,1336.49,No
C00759,Male,0,No,Yes,36,Yes,No phone service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),68.37,2460.97,No
C00760,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,106.0,351.77,No
C00761,Female,0,No,Yes,42,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,84.87,3587.35,No
C00762,Male,1,No,Yes,45,Yes,No,No,No,No,One year,No,Bank transfer (automatic),28.22,1257.14,No
C00763,Female,0,Yes,Yes,44,Yes,No phone service,DSL,Yes,No internet service,One year,Yes,Electronic check,106.25,4654.25,No
C00764,Male,0,No,No,33,Yes,No,DSL,No internet service,Yes,One year,Yes,Mailed check,102.87,3389.17,No
C00765,Male,0,No,No,60,Yes,No phone service,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,94.87,5636.71,No
C00766,Male,0,No,No,70,Yes,Yes,DSL,No,Yes,Month-to-month,No,Bank transfer (automatic),65.54,4547.59,No
C00767,Female,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Credit card (automatic),95.27,2503.55,Yes
C00768,Female,0,No,No,21,Yes,Yes,DSL,No internet service,No internet service,One year,Yes,Mailed check,66.83,1418.4,No
C00769,Male,0,No,No,2,Yes,No phone service,Fiber optic,Yes,No,One year,Yes,Electronic check,93.14,137.98,No
C00770,Male,0,Yes,Yes,47,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,107.77,5059.2,No
C00771,Male,0,Yes,No,30,Yes,Yes,DSL,Yes,Yes,One year,No,Credit card (automatic),108.84,3187.04,No
C00772,Male,0,Yes,No,27,Yes,No phone service,Fiber optic,Yes,Yes,One year,Yes,Electronic check,64.37,1744.75,No
C00773,Female,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Month-to-month,No,Mailed check,105.65,7484.34,No
C00774,Female,1,Yes,No,20,Yes,No,DSL,Yes,No internet service,Two year,No,Bank transfer (automatic),28.35,671.75,No
C00775,Male,0,No,Yes,50,Yes,No,Fiber optic,Yes,No,Two year,Yes,Bank transfer (automatic),28.39,1448.86,No
C00776,Male,0,No,No,23,Yes,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),73.92,1652.5,No
C00777,Female,0,No,No,13,Yes,No phone service,Fiber optic,No internet service,No,Two year,Yes,Credit card (automatic),84.49,1050.02,No
C00778,Female,0,Yes,No,4,Yes,No phone service,DSL,Yes,Yes,Month-to-month,No,Credit card (automatic),33.61,166.33,No
C00779,Male,0,No,Yes,14,No,Yes,Fiber optic,No internet service,Yes,One year,Yes,Electronic check,66.16,970.21,No
C00780,Male,0,Yes,No,20,No,No phone service,DSL,No,Yes,Two year,Yes,Credit card (automatic),27.62,645.33,No
C00781,Male,0,Yes,No,13,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Electronic check,79.41,1090.15,Yes
C00782,Female,0,No,No,3,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Mailed check,105.22,339.52,Yes
C00783,Female,0,Yes,No,47,Yes,Yes,DSL,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),93.24,4453.44,No
C00784,Female,0,Yes,No,3,Yes,No phone service,Fiber optic,No,No,Month-to-month,Yes,Mailed check,56.59,173.5,No
C00785,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),119.37,120.87,No
C00786,Male,1,Yes,No,24,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,No,Credit card (automatic),85.62,1994.25,Yes
C00787,Female,0,Yes,No,35,Yes,No phone service,DSL,No,No,Two year,No,Mailed check,101.16,3616.02,No
C00788,Female,0,No,No,14,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,86.31,1214.96,No
C00789,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),118.92,7962.71,Yes
C00790,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No internet service,No,Two year,No,Mailed check,101.78,1283.44,No
C00791,Female,0,No,No,47,Yes,No phone service,DSL,No,No internet service,Month-to-month,Yes,Electronic check,70.98,3397.33,No
C00792,Male,0,No,No,50,Yes,No phone service,Fiber optic,No internet service,No internet service,Two year,No,Bank transfer (automatic),55.42,2820.33,No
C00793,Female,0,No,No,26,Yes,Yes,Fiber optic,No internet service,No internet service,One year,Yes,Credit card (automatic),87.58,2231.97,No
C00794,Male,0,No,No,3,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Electronic check,78.2,260.12,Yes
C00795,Male,0,Yes,Yes,51,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,82.19,4231.49,No
C00796,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),52.99,2057.29,No
C00797,Male,0,No,No,68,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,61.73,4229.7,No
C00798,Male,0,Yes,Yes,36,Yes,No,Fiber optic,No internet service,Yes,One year,No,Bank transfer (automatic),74.93,2719.53,No
C00799,Male,0,Yes,No,51,Yes,No phone service,DSL,Yes,No internet service,Month-to-month,Yes,Electronic check,103.61,5315.27,No
C00800,Male,0,No,Yes,1,Yes,No phone service,Fiber optic,Yes,Yes,Two year,Yes,Mailed check,95.82,195.16,No
C00801,Female,0,No,Yes,33,Yes,No,No,No internet service,No internet service,One year,No,Credit card (automatic),30.1,1141.38,No
C00802,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No internet service,Yes,One year,No,Credit card (automatic),43.05,363.16,No
C00803,Male,0,No,No,52,Yes,Yes,DSL,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),20.72,1090.46,No
